VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,PUBorough,PUZone,PUservice_zone,DOBorough,DOZone,DOservice_zone
2,2023-01-18 04:50:05,2023-01-18 05:36:00,N,5.0,132,7,9.0,3.77,11.02,0.0,0.0,0.0,17.0,,0.0,28.02,2.0,2.0,0.0,Queens,LaGuardia Airport,Airports,Queens,Steinway,Boro Zone
1,2023-01-07 15:13:09,2023-01-07 15:34:05,Y,2.0,4,1,3.0,2.021,3.77,6.0,0.5,0.0,0.0,,0.3,10.57,1.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Unknown,Unknown,Unknown
1,2023-01-28 01:38:03,2023-01-28 02:17:17,Y,99.0,142,74,5.0,0.795,5.05,0.0,0.0,0.0,0.0,,0.0,7.8,2.0,1.0,2.75,Queens,Steinway,Boro Zone,Manhattan,Morningside Heights,Boro Zone
1,2023-01-15 21:28:56,2023-01-15 21:54:07,N,6.0,239,263,5.0,0.106,6.56,2.5,0.0,0.0,0.0,,0.0,11.81,2.0,1.0,2.75,Manhattan,Central Park,Yellow Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-21 21:04:07,2023-01-21 21:30:23,Y,3.0,181,75,6.0,5.128,9.03,5.0,0.5,0.0,12.24,,0.0,29.52,2.0,2.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Bloomingdale,Boro Zone
2,2023-01-13 02:48:34,2023-01-13 03:19:17,N,4.0,138,239,2.0,4.449,12.13,3.75,0.5,0.0,0.0,,0.0,19.13,2.0,1.0,2.75,Queens,JFK Airport,Airports,Manhattan,Central Park,Yellow Zone
1,2023-01-13 16:33:33,2023-01-13 16:48:39,N,2.0,239,41,6.0,2.875,7.11,4.0,0.0,0.0,5.76,,0.3,19.67,2.0,1.0,2.5,Manhattan,Central Park,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-17 09:00:21,2023-01-17 09:24:14,N,3.0,4,4,4.0,3.803,7.53,0.5,0.0,0.0,17.0,,0.0,25.03,2.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-08 01:26:36,2023-01-08 01:44:43,Y,1.0,263,263,1.0,5.733,13.39,2.0,0.0,5.72,0.0,,0.3,23.91,1.0,2.0,2.5,Brooklyn,Greenpoint,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-12 02:26:32,2023-01-12 03:01:31,Y,5.0,142,181,2.0,1.307,3.66,3.75,0.5,0.0,0.0,,0.0,7.91,2.0,2.0,0.0,Queens,Steinway,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-13 14:14:35,2023-01-13 14:47:49,Y,2.0,142,75,6.0,2.114,10.33,1.5,0.5,1.52,5.76,,0.3,22.41,1.0,2.0,2.5,Queens,Steinway,Boro Zone,Manhattan,Bloomingdale,Boro Zone
2,2023-01-16 13:56:48,2023-01-16 14:08:27,Y,4.0,7,181,1.0,0.623,3.8,1.0,0.5,0.0,6.55,,0.0,14.35,2.0,2.0,2.5,Queens,Steinway,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-24 17:25:49,2023-01-24 18:00:01,N,99.0,263,7,2.0,1.878,5.16,1.5,0.5,0.0,0.0,,0.0,9.66,2.0,1.0,2.5,Brooklyn,Greenpoint,Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-08 20:32:38,2023-01-08 21:00:23,N,5.0,1,75,3.0,3.855,11.04,2.0,0.5,0.0,0.0,,0.3,16.34,2.0,1.0,2.5,Unknown,Unknown,Unknown,Manhattan,Bloomingdale,Boro Zone
1,2023-01-25 09:03:50,2023-01-25 09:49:38,Y,6.0,132,181,9.0,2.579,8.98,4.0,0.0,1.44,0.0,,0.3,17.22,1.0,2.0,2.5,Queens,LaGuardia Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-04 18:50:25,2023-01-04 19:03:32,N,2.0,1,181,4.0,1.036,4.79,3.75,0.0,1.5,5.76,,0.3,18.6,1.0,2.0,2.5,Unknown,Unknown,Unknown,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-29 23:33:17,2023-01-29 23:41:27,N,5.0,74,132,0.0,2.406,8.74,5.0,0.5,1.16,0.0,,0.0,15.4,1.0,2.0,0.0,Manhattan,Morningside Heights,Boro Zone,Queens,LaGuardia Airport,Airports
1,2023-01-02 18:19:20,2023-01-02 19:02:33,N,99.0,75,4,5.0,4.897,11.32,5.0,0.5,0.97,6.55,,0.0,24.34,1.0,2.0,0.0,Manhattan,Bloomingdale,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-26 05:38:58,2023-01-26 05:59:52,N,3.0,142,263,6.0,5.209,12.61,2.75,0.0,0.0,6.55,,0.3,22.21,2.0,1.0,0.0,Queens,Steinway,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-04 01:28:20,2023-01-04 02:02:10,Y,99.0,7,181,2.0,0.16,4.62,2.0,0.5,0.75,17.0,,0.3,27.67,1.0,2.0,2.5,Queens,Steinway,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-17 02:11:21,2023-01-17 02:47:49,N,6.0,7,132,9.0,2.416,5.32,2.0,0.0,0.24,12.24,,0.3,20.1,1.0,1.0,0.0,Queens,Steinway,Boro Zone,Queens,LaGuardia Airport,Airports
1,2023-01-19 03:42:40,2023-01-19 04:14:00,Y,6.0,75,263,3.0,3.879,11.57,3.0,0.0,0.0,5.76,,0.0,22.83,2.0,2.0,2.5,Manhattan,Bloomingdale,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-12 12:37:23,2023-01-12 13:07:06,Y,6.0,41,138,6.0,2.251,9.37,2.5,0.0,0.0,0.0,,0.0,14.37,2.0,2.0,2.5,Manhattan,Lincoln Square West,Yellow Zone,Queens,JFK Airport,Airports
1,2023-01-17 02:32:18,2023-01-17 03:05:58,Y,3.0,181,239,1.0,5.231,12.27,3.5,0.0,0.0,17.0,,0.0,35.27,2.0,1.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-19 17:00:49,2023-01-19 17:17:22,N,5.0,7,181,5.0,3.28,10.76,3.5,0.5,2.81,0.0,,0.3,20.62,1.0,2.0,2.75,Queens,Steinway,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-03 21:17:54,2023-01-03 21:37:33,N,5.0,239,74,1.0,2.523,6.81,3.75,0.0,1.96,0.0,,0.3,12.82,1.0,2.0,0.0,Manhattan,Central Park,Yellow Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-01 05:32:55,2023-01-01 06:10:42,Y,5.0,132,4,6.0,5.188,14.79,2.5,0.0,2.18,9.5,,0.3,31.77,1.0,2.0,2.5,Queens,LaGuardia Airport,Airports,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-08 23:48:13,2023-01-09 00:04:08,Y,4.0,41,181,4.0,4.311,13.84,1.0,0.0,3.4,12.24,,0.3,33.28,1.0,2.0,2.5,Manhattan,Lincoln Square West,Yellow Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-22 18:28:21,2023-01-22 18:47:19,Y,99.0,138,181,6.0,0.627,2.5,3.0,0.5,0.0,0.0,,0.3,9.05,2.0,2.0,2.75,Queens,JFK Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-25 04:36:52,2023-01-25 04:42:52,Y,1.0,4,142,0.0,1.358,5.74,5.0,0.0,0.0,6.55,,0.3,17.59,2.0,1.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-15 20:46:22,2023-01-15 20:58:31,N,5.0,138,181,9.0,1.571,6.02,3.0,0.0,0.0,9.5,,0.0,21.02,2.0,1.0,2.5,Queens,JFK Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-13 08:46:32,2023-01-13 08:48:36,N,1.0,181,239,3.0,3.368,7.15,1.5,0.0,0.0,0.0,,0.3,11.45,2.0,1.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-29 13:35:52,2023-01-29 13:57:19,Y,99.0,75,41,5.0,1.621,8.86,5.5,0.5,0.63,0.0,,0.0,18.24,1.0,1.0,2.75,Manhattan,Bloomingdale,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-06 07:54:54,2023-01-06 08:02:37,N,5.0,74,263,2.0,5.424,12.57,2.0,0.5,0.0,9.5,,0.3,27.62,2.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-23 04:22:25,2023-01-23 04:33:01,N,99.0,132,263,2.0,2.28,6.86,4.0,0.0,0.0,6.55,,0.0,17.41,2.0,1.0,0.0,Queens,LaGuardia Airport,Airports,Brooklyn,Greenpoint,Boro Zone
2,2023-01-20 19:52:16,2023-01-20 20:07:27,Y,5.0,263,4,4.0,0.337,3.38,3.75,0.5,1.19,0.0,,0.3,11.62,1.0,1.0,2.5,Brooklyn,Greenpoint,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-02 16:41:10,2023-01-02 17:14:05,N,4.0,239,4,9.0,1.582,10.07,2.0,0.0,0.0,5.76,,0.0,20.58,2.0,2.0,2.75,Manhattan,Central Park,Yellow Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-01 21:59:01,2023-01-01 22:20:23,Y,4.0,1,181,3.0,0.511,4.49,2.75,0.5,0.0,12.24,,0.3,22.78,2.0,1.0,2.5,Unknown,Unknown,Unknown,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-14 13:07:19,2023-01-14 13:29:19,Y,1.0,181,41,1.0,0.903,5.03,3.75,0.5,0.47,9.5,,0.0,19.25,1.0,2.0,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-13 02:04:17,2023-01-13 02:07:11,Y,6.0,142,239,2.0,2.591,7.61,6.0,0.5,1.44,9.5,,0.0,27.55,1.0,2.0,2.5,Queens,Steinway,Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-06 04:37:05,2023-01-06 04:56:21,Y,1.0,41,75,6.0,2.531,7.81,3.75,0.5,2.83,0.0,,0.0,17.39,1.0,1.0,2.5,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Bloomingdale,Boro Zone
2,2023-01-23 03:42:22,2023-01-23 03:59:35,Y,2.0,263,138,3.0,4.337,13.62,3.0,0.5,0.0,0.0,,0.0,17.12,2.0,1.0,0.0,Brooklyn,Greenpoint,Boro Zone,Queens,JFK Airport,Airports
1,2023-01-31 18:11:39,2023-01-31 18:15:28,N,1.0,142,74,3.0,0.137,2.5,2.5,0.0,0.0,0.0,,0.0,5.0,2.0,2.0,0.0,Queens,Steinway,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-09 14:14:48,2023-01-09 14:28:56,Y,6.0,132,138,2.0,3.876,9.86,0.5,0.0,0.0,0.0,,0.0,12.86,2.0,1.0,2.5,Queens,LaGuardia Airport,Airports,Queens,JFK Airport,Airports
1,2023-01-30 02:58:11,2023-01-30 03:33:48,N,5.0,1,138,9.0,1.286,6.86,5.5,0.0,0.0,9.5,,0.0,21.86,1.0,1.0,0.0,Unknown,Unknown,Unknown,Queens,JFK Airport,Airports
2,2023-01-01 10:05:21,2023-01-01 10:24:33,N,4.0,4,1,5.0,1.664,7.89,5.0,0.0,0.0,0.0,,0.0,15.39,1.0,1.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Unknown,Unknown,Unknown
2,2023-01-13 17:41:40,2023-01-13 17:57:40,Y,99.0,181,263,4.0,0.582,2.5,1.25,0.0,0.0,6.55,,0.3,13.1,1.0,1.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-27 16:32:18,2023-01-27 17:02:42,Y,4.0,1,263,1.0,4.114,14.1,3.0,0.0,4.58,0.0,,0.3,24.48,1.0,2.0,2.5,Unknown,Unknown,Unknown,Brooklyn,Greenpoint,Boro Zone
2,2023-01-18 09:13:45,2023-01-18 09:17:30,Y,99.0,142,75,9.0,4.018,15.25,5.0,0.0,2.34,17.0,,0.0,42.34,1.0,1.0,2.75,Queens,Steinway,Boro Zone,Manhattan,Bloomingdale,Boro Zone
1,2023-01-27 04:50:55,2023-01-27 04:54:00,Y,99.0,132,4,6.0,0.735,4.23,3.0,0.5,0.0,5.76,,0.3,16.29,2.0,1.0,2.5,Queens,LaGuardia Airport,Airports,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-25 00:30:06,2023-01-25 01:14:53,N,1.0,1,132,4.0,5.124,13.24,0.5,0.0,0.0,5.76,,0.0,22.25,2.0,2.0,2.75,Unknown,Unknown,Unknown,Queens,LaGuardia Airport,Airports
1,2023-01-23 03:35:22,2023-01-23 04:20:06,N,6.0,239,181,6.0,1.713,7.82,4.0,0.0,2.31,17.0,,0.0,31.13,1.0,2.0,0.0,Manhattan,Central Park,Yellow Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-16 19:40:08,2023-01-16 20:17:18,N,6.0,181,7,2.0,2.706,6.09,0.5,0.0,0.19,6.55,,0.0,16.08,1.0,1.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-03 23:48:37,2023-01-04 00:09:10,Y,3.0,142,4,2.0,2.903,6.64,4.0,0.5,0.0,6.55,,0.0,17.69,2.0,2.0,0.0,Queens,Steinway,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-09 15:46:53,2023-01-09 16:15:21,N,6.0,7,74,1.0,2.524,9.64,2.75,0.5,0.0,17.0,,0.3,30.19,2.0,1.0,0.0,Queens,Steinway,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-17 10:08:17,2023-01-17 10:12:05,Y,5.0,181,7,1.0,0.294,3.18,1.25,0.0,0.64,5.76,,0.0,10.83,1.0,1.0,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-04 01:49:58,2023-01-04 02:33:39,Y,2.0,138,7,0.0,0.201,2.69,3.0,0.5,1.6,9.5,,0.0,19.79,1.0,2.0,2.5,Queens,JFK Airport,Airports,Queens,Steinway,Boro Zone
2,2023-01-17 07:53:42,2023-01-17 07:56:25,Y,5.0,239,181,5.0,2.425,6.71,0.5,0.0,4.83,0.0,,0.0,12.04,1.0,2.0,0.0,Manhattan,Central Park,Yellow Zone,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-07 12:01:12,2023-01-07 12:17:21,N,3.0,1,142,1.0,2.944,7.69,3.0,0.5,0.0,0.0,,0.0,13.69,1.0,2.0,2.5,Unknown,Unknown,Unknown,Queens,Steinway,Boro Zone
1,2023-01-31 06:37:59,2023-01-31 07:03:14,N,3.0,41,75,9.0,0.713,4.49,5.0,0.0,1.88,5.76,,0.0,17.13,1.0,2.0,0.0,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Bloomingdale,Boro Zone
2,2023-01-27 03:48:54,2023-01-27 04:00:18,Y,3.0,263,181,0.0,1.191,5.24,5.0,0.5,0.0,0.0,,0.3,11.04,1.0,1.0,0.0,Brooklyn,Greenpoint,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-06 19:12:54,2023-01-06 19:19:40,Y,6.0,181,138,4.0,3.105,8.17,0.5,0.0,0.0,0.0,,0.0,11.42,2.0,2.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,JFK Airport,Airports
1,2023-01-11 00:49:24,2023-01-11 01:07:45,Y,5.0,132,74,2.0,2.279,6.84,3.75,0.5,1.86,5.76,,0.0,21.46,1.0,2.0,2.75,Queens,LaGuardia Airport,Airports,Manhattan,Morningside Heights,Boro Zone
1,2023-01-03 09:09:28,2023-01-03 09:24:40,N,3.0,75,239,5.0,0.34,3.65,6.0,0.5,0.0,0.0,,0.3,12.95,2.0,2.0,2.5,Manhattan,Bloomingdale,Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-19 06:07:02,2023-01-19 06:29:19,Y,99.0,263,239,1.0,2.196,4.74,1.0,0.0,0.0,12.24,,0.0,20.48,2.0,2.0,2.5,Brooklyn,Greenpoint,Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-03 15:38:24,2023-01-03 15:51:02,Y,4.0,138,138,4.0,1.244,6.55,2.75,0.5,0.2,5.76,,0.0,15.76,1.0,2.0,0.0,Queens,JFK Airport,Airports,Queens,JFK Airport,Airports
1,2023-01-16 13:30:13,2023-01-16 14:13:44,Y,99.0,132,142,5.0,1.518,5.23,1.0,0.0,0.0,17.0,,0.0,25.73,2.0,1.0,2.5,Queens,LaGuardia Airport,Airports,Queens,Steinway,Boro Zone
2,2023-01-03 08:47:31,2023-01-03 08:51:39,Y,1.0,74,239,6.0,0.219,2.5,5.5,0.5,0.0,0.0,,0.0,8.5,2.0,1.0,0.0,Manhattan,Morningside Heights,Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-05 08:52:19,2023-01-05 09:07:07,Y,99.0,239,41,3.0,3.088,10.12,1.0,0.0,1.87,5.76,,0.3,21.55,1.0,2.0,2.5,Manhattan,Central Park,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
1,2023-01-10 18:09:41,2023-01-10 18:19:30,Y,6.0,181,41,9.0,0.601,2.5,5.0,0.0,1.47,0.0,,0.0,11.47,1.0,1.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
1,2023-01-27 22:12:21,2023-01-27 22:15:43,N,99.0,7,75,6.0,0.499,2.5,2.75,0.0,0.0,0.0,,0.3,8.3,2.0,1.0,2.75,Queens,Steinway,Boro Zone,Manhattan,Bloomingdale,Boro Zone
1,2023-01-10 00:50:41,2023-01-10 01:15:10,N,3.0,181,263,9.0,3.763,7.33,6.0,0.0,0.0,0.0,,0.0,16.08,1.0,2.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Brooklyn,Greenpoint,Boro Zone
2,2023-01-15 19:43:37,2023-01-15 20:15:33,Y,1.0,263,138,4.0,3.333,5.66,2.5,0.0,0.1,12.24,,0.3,20.8,1.0,1.0,0.0,Brooklyn,Greenpoint,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-27 10:29:06,2023-01-27 11:10:59,N,5.0,7,1,9.0,4.384,11.48,2.0,0.5,1.37,6.55,,0.3,24.7,1.0,1.0,2.5,Queens,Steinway,Boro Zone,Unknown,Unknown,Unknown
1,2023-01-20 06:25:42,2023-01-20 06:59:14,Y,99.0,239,75,4.0,1.486,5.71,0.0,0.5,4.56,5.76,,0.3,19.58,1.0,1.0,2.75,Manhattan,Central Park,Yellow Zone,Manhattan,Bloomingdale,Boro Zone
1,2023-01-31 06:36:44,2023-01-31 06:52:19,N,5.0,75,1,0.0,0.273,2.5,5.0,0.0,0.0,0.0,,0.3,10.3,1.0,1.0,2.5,Manhattan,Bloomingdale,Boro Zone,Unknown,Unknown,Unknown
2,2023-01-05 12:55:36,2023-01-05 12:57:46,N,5.0,4,142,0.0,0.43,3.65,4.0,0.5,0.4,0.0,,0.0,11.3,1.0,2.0,2.75,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-03 16:56:22,2023-01-03 17:03:56,N,1.0,7,1,1.0,2.858,10.32,0.0,0.0,0.0,5.76,,0.0,16.08,2.0,1.0,0.0,Queens,Steinway,Boro Zone,Unknown,Unknown,Unknown
1,2023-01-21 18:24:51,2023-01-21 19:08:02,Y,3.0,239,4,2.0,1.411,7.07,6.0,0.5,3.72,17.0,,0.0,34.29,1.0,1.0,0.0,Manhattan,Central Park,Yellow Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-04 09:38:14,2023-01-04 09:53:22,Y,3.0,74,138,6.0,2.668,7.19,3.5,0.0,0.0,9.5,,0.3,22.99,2.0,1.0,2.5,Manhattan,Morningside Heights,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-02 04:56:51,2023-01-02 05:16:00,N,6.0,142,138,5.0,1.221,4.6,1.0,0.5,0.99,9.5,,0.0,19.34,1.0,2.0,2.75,Queens,Steinway,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-13 11:36:00,2023-01-13 12:13:30,Y,2.0,132,1,0.0,6.637,15.32,4.0,0.5,0.0,9.5,,0.0,29.32,2.0,1.0,0.0,Queens,LaGuardia Airport,Airports,Unknown,Unknown,Unknown
1,2023-01-12 11:24:29,2023-01-12 11:29:03,N,2.0,132,239,5.0,0.283,2.61,4.0,0.0,0.0,6.55,,0.0,15.66,2.0,1.0,2.5,Queens,LaGuardia Airport,Airports,Manhattan,Central Park,Yellow Zone
2,2023-01-21 22:36:17,2023-01-21 22:41:41,N,1.0,138,41,4.0,2.006,6.41,1.25,0.0,0.0,5.76,,0.0,15.92,2.0,1.0,2.5,Queens,JFK Airport,Airports,Manhattan,Lincoln Square West,Yellow Zone
1,2023-01-01 02:12:47,2023-01-01 02:46:14,N,4.0,239,181,6.0,2.316,4.17,1.0,0.5,0.0,0.0,,0.3,8.47,2.0,2.0,2.5,Manhattan,Central Park,Yellow Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-21 07:48:44,2023-01-21 07:56:15,Y,4.0,239,239,1.0,3.172,6.92,5.0,0.0,0.0,5.76,,0.3,17.98,2.0,2.0,0.0,Manhattan,Central Park,Yellow Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-27 20:44:06,2023-01-27 21:04:36,Y,4.0,263,132,2.0,0.96,4.33,4.0,0.0,0.0,0.0,,0.0,10.83,2.0,1.0,2.5,Brooklyn,Greenpoint,Boro Zone,Queens,LaGuardia Airport,Airports
1,2023-01-18 06:20:33,2023-01-18 06:53:28,N,2.0,132,142,0.0,1.123,2.5,0.5,0.5,0.0,0.0,,0.0,3.5,2.0,2.0,0.0,Queens,LaGuardia Airport,Airports,Queens,Steinway,Boro Zone
2,2023-01-21 10:25:24,2023-01-21 10:35:51,Y,1.0,263,239,0.0,1.096,4.24,2.5,0.5,0.0,17.0,,0.0,24.24,2.0,1.0,0.0,Brooklyn,Greenpoint,Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-11 12:41:51,2023-01-11 13:15:54,N,2.0,181,239,1.0,0.19,3.82,0.0,0.0,0.0,5.76,,0.0,12.33,2.0,1.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-30 07:22:27,2023-01-30 07:53:18,N,4.0,7,263,9.0,3.911,10.96,6.0,0.5,0.0,0.0,,0.0,20.21,2.0,1.0,2.75,Queens,Steinway,Boro Zone,Brooklyn,Greenpoint,Boro Zone
2,2023-01-06 01:01:24,2023-01-06 01:37:30,Y,4.0,1,41,0.0,1.299,9.15,1.5,0.5,2.69,12.24,,0.3,28.88,1.0,2.0,2.5,Unknown,Unknown,Unknown,Manhattan,Lincoln Square West,Yellow Zone
1,2023-01-15 08:53:17,2023-01-15 08:56:43,Y,1.0,4,263,5.0,3.572,11.7,5.0,0.5,1.18,6.55,,0.0,27.68,1.0,2.0,2.75,Bronx,Allerton/Pelham Gardens,Boro Zone,Brooklyn,Greenpoint,Boro Zone
2,2023-01-27 01:23:21,2023-01-27 01:48:18,Y,4.0,181,74,4.0,3.024,6.76,0.5,0.5,0.99,6.55,,0.0,18.05,1.0,1.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Morningside Heights,Boro Zone
1,2023-01-18 22:55:30,2023-01-18 23:07:50,Y,99.0,132,74,3.0,3.243,7.2,1.0,0.0,0.0,5.76,,0.3,14.26,2.0,1.0,0.0,Queens,LaGuardia Airport,Airports,Manhattan,Morningside Heights,Boro Zone
2,2023-01-16 14:30:07,2023-01-16 14:49:46,N,6.0,4,181,1.0,2.128,7.42,0.5,0.5,0.0,6.55,,0.3,18.02,2.0,2.0,2.75,Bronx,Allerton/Pelham Gardens,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-23 23:39:17,2023-01-24 00:22:37,N,1.0,4,7,6.0,4.371,11.68,1.0,0.0,0.66,0.0,,0.0,13.34,1.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-15 09:38:09,2023-01-15 10:08:41,N,4.0,74,1,9.0,2.041,7.96,3.5,0.5,0.0,0.0,,0.0,11.96,2.0,2.0,0.0,Manhattan,Morningside Heights,Boro Zone,Unknown,Unknown,Unknown
2,2023-01-17 15:34:14,2023-01-17 16:09:21,Y,4.0,7,41,5.0,2.698,9.09,4.0,0.0,0.0,12.24,,0.0,28.08,2.0,2.0,2.75,Queens,Steinway,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-13 05:14:35,2023-01-13 05:38:58,N,3.0,138,181,4.0,2.146,7.18,5.5,0.5,0.53,17.0,,0.0,30.71,1.0,2.0,0.0,Queens,JFK Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-20 08:57:59,2023-01-20 09:16:03,N,6.0,138,181,6.0,2.532,3.91,3.5,0.0,0.87,12.24,,0.0,23.02,1.0,2.0,2.5,Queens,JFK Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-19 18:20:19,2023-01-19 18:33:10,Y,5.0,75,75,2.0,3.424,11.09,0.5,0.5,0.05,5.76,,0.3,18.2,1.0,1.0,0.0,Manhattan,Bloomingdale,Boro Zone,Manhattan,Bloomingdale,Boro Zone
1,2023-01-08 06:44:45,2023-01-08 07:17:52,Y,1.0,4,263,9.0,1.002,6.0,0.0,0.5,0.0,0.0,,0.0,9.0,2.0,2.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-21 03:04:40,2023-01-21 03:07:54,Y,2.0,74,142,5.0,0.838,3.69,2.75,0.5,0.0,9.5,,0.0,18.94,2.0,2.0,2.5,Manhattan,Morningside Heights,Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-11 22:08:13,2023-01-11 22:50:53,N,1.0,142,132,6.0,1.749,5.96,0.0,0.0,1.76,12.24,,0.0,19.96,1.0,1.0,0.0,Queens,Steinway,Boro Zone,Queens,LaGuardia Airport,Airports
2,2023-01-12 14:39:31,2023-01-12 14:52:57,Y,99.0,142,1,0.0,2.303,7.51,2.75,0.0,1.19,6.55,,0.0,20.75,1.0,1.0,2.75,Queens,Steinway,Boro Zone,Unknown,Unknown,Unknown
2,2023-01-15 08:32:31,2023-01-15 09:07:41,N,4.0,142,132,6.0,3.693,8.64,5.5,0.5,1.6,17.0,,0.3,36.04,1.0,2.0,2.5,Queens,Steinway,Boro Zone,Queens,LaGuardia Airport,Airports
2,2023-01-22 16:28:42,2023-01-22 16:44:41,Y,1.0,239,7,5.0,0.194,2.5,3.0,0.5,0.0,5.76,,0.3,14.81,1.0,2.0,2.75,Manhattan,Central Park,Yellow Zone,Queens,Steinway,Boro Zone
